,Title,MPAA Rating,Keywords,Source,Production method,Creative type,Countries,Total original B.O
6160,Suspiria,['R'],"['Set in Berlin', '1970s', 'Ballet', 'Same Actor, Multiple Roles', 'Haunting', 'Surrealism / Absurdism', 'Genderbending Casting', 'Set in West Germany', 'Political Protest', 'Terrorism', 'Intertitle']",['Remake'],['Live Action'],['Historical Fiction'],['United States'],8075343.0
6161,The Rider,['R'],"['Rodeo', 'Sports Injury', 'Family Affair', 'Relatives Playing Relatives', 'Equestrian']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],4205944.0
6162,Hearts Beat Loud,['PG-13'],"['Musicians', 'Father and Daughter', 'Father’s Footsteps', 'Singers', 'Songwriter', 'Graduation', 'College', 'Set in New York', 'Set in New York City', 'Set in Brooklyn', 'Internet', 'Viral Video', 'Sundance Film Festival 2018']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],2469510.0
6163,Assassination Nation,['R'],"['Romance', 'LGBTQ+', 'Internet', 'Bullies', 'Politicians', 'Suicide', 'Lynching', 'Corrupt Cops', 'Sex Crimes', 'FBI', 'Scene in End Credits', 'Revenge', 'Sundance Film Festival 2018', 'Teensploitation']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],2852759.0
6164,The Front Runner,['R'],"['Political Campaign', '1980s', 'Politicians', 'Scandal', 'Tabloid Journalism', 'Infidelity']",['Based on Factual Book/Article'],['Live Action'],['Dramatization'],['United States'],3233962.0
6165,Tang Ren Jie Tan An 2,['R'],"['Buddy Cop', 'Murder Mystery', 'Set in New York City', 'Organized Crime', 'Private Investigator', 'Twins', 'Motorcycle Gangs']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['China'],544068574.0
6166,Race 3,['Not Rated'],"['Cliffhanger Ending', 'Surprise Twist', 'Inheritance', 'Dysfunctional Family', 'Blackmail', 'Twins', 'Arms Dealer', 'Politicians', 'Strippers / Stripping']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['India'],6464357.0
6167,Padman,['PG-13'],"['Biography', 'Set in India', 'Inspired by a True Story', 'Relationships Gone Wrong', 'Life in a Small Town', 'Poverty']",['Based on Real Life Events'],['Live Action'],['Dramatization'],['India'],28906686.0
6168,A Private War,['R'],"['War Correspondent', 'War', 'PTSD', 'Relationships Gone Wrong', 'Set in Syria', 'Photography', '2000s', '2010s']",['Based on Factual Book/Article'],['Live Action'],['Dramatization'],['United States'],3944165.0
6169,The Bookshop,['PG'],"['Set in England', '1950s', 'Life in a Small Town', 'Widow/Widower']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],"['Germany', 'Spain', 'United Kingdom']",10353488.0
6170,"Don’t Worry, He Won’t Get Far on Foot",['R'],"['Drunk Driver', 'Paralysis', 'Artists', 'Comic Strip', 'Biography', 'Addiction', 'Rehab / Former Addict', 'Romance', 'Sundance Film Festival 2018']",['Based on Real Life Events'],['Live Action'],['Dramatization'],['United States'],4522504.0
6171,Finding Your Feet,['PG-13'],"['Relationships Gone Wrong', 'Infidelity', 'Sibling Rivalry', 'Dysfunctional Family', 'Dancing', 'Autumn Years', 'Retirement']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['Australia', 'Canada', 'United Kingdom', 'United States']",17570654.0
6172,Little Women,['PG-13'],"['Modern Adaptation', 'Faith-Based Film', 'Twins', 'Death of a Sibling', 'Christmas', ""New Year's Day""]",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United States'],1462977.0
6173,Mandy,['Not Rated'],"['Limited Dialogue', 'Cults', 'Revenge', '1980s', 'Artists', 'Cabin in the Woods', 'Demons', 'Motorcycle Gangs', 'Kidnap', 'Animated Sequences', 'Sundance Film Festival 2018']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['United States'],1474224.0
6174,Lean on Pete,['R'],"['Set in Portland, Oregon', 'Animal Lead', 'Dysfunctional Family', 'Horse Racing', 'Poverty', 'Homeless', 'Single Parent', 'Orphan', 'Fugitive / On the Run']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['France', 'United Kingdom']",2985001.0
6175,L’insulte,['R'],"['Courtroom / Legal Drama', 'Christians', 'Set in Palestine', 'Set in Lebanon', 'Refugee']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['Lebanon'],3349351.0
6176,The Miseducation of Cameron Post,['Not Rated'],"['LGBTQ+', '1990s', 'Set in Montana', 'Religious', 'Dysfunctional Family', 'First Love', 'Narcotics', 'Psychiatrist', 'Coming of Age', 'Bigotry', 'Dream Sequence', 'Abusive Therapists', 'Sundance Film Festival 2018', 'Paralysis / Loss of a Limb']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['United Kingdom', 'United States']",2019874.0
6177,Un beau soleil intérieur,['Not Rated'],"['Romance', 'Divorcée Romance', 'Artists', 'Infidelity', 'The Other Woman', 'Film Actor']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['Belgium', 'France']",3758446.0
6178,Gräns,['R'],"['Romance', 'Supernatural', 'Child Abuse', 'Pedophilia', 'Psychological Horror']",['Based on Fiction Book/Short Story'],['Live Action'],['Science Fiction'],"['Denmark', 'Sweden']",2062014.0
6179,The Party,['R'],"['Set in London', 'Dinner Party', 'Political', 'Romance', 'Relationships Gone Wrong', 'LGBTQ+', 'Terminal Illness', 'Atheism', 'Spiritualism', 'Love Triangle', 'Infidelity']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United Kingdom'],5243335.0
6180,How Long Will I Love U,['Not Rated'],"['Set in China', 'Time Travel', 'Romance', '1990s']",['Remake'],['Live Action'],['Fantasy'],['China'],133650584.0
6181,On Chesil Beach,['R'],"['1960s', 'Novel or Other Work Adapted by Author', 'Non-Chronological', 'Wedding Day', 'Romance', 'Relationships Gone Wrong', 'Newlyweds']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United Kingdom'],3420339.0
6182,Vox Lux,['R'],"['Singers', 'Music Industry', 'Comeback', '1990s', 'Same Role, Multiple Actors', 'Celebrity Worship', 'Terrorism']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['United States'],1288571.0
6183,Zhuo yao ji 2,['Not Rated'],"['Monster', 'Royalty', 'Fugitive / On the Run', 'Romance', 'Martial Arts', 'Family Movie', 'Gambling', 'Money Troubles']",['Original Screenplay'],['Animation/Live Action'],['Science Fiction'],['China'],361683815.0
6184,Blaze,['R'],"['Biography', 'Musicians', 'Country and Western Music', 'Songwriter', 'Non-Chronological', 'Romance', 'Jewish', 'Music Industry', 'Relationships Gone Wrong', '1970s', '1980s', 'Sundance Film Festival 2018']",['Based on Factual Book/Article'],['Live Action'],['Dramatization'],['United States'],747793.0
6185,Beoning,['Not Rated'],"['Seoul', 'Set in South Korea', 'Set in Africa', 'Love Triangle', 'Stalker']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['Republic of Korea'],8127489.0
6186,Gongjak,['Not Rated'],"['Set in South Korea', 'Set in North Korea', 'Secret Agent', '1990s', 'Weapons of Mass Destruction', 'Set in Beijing', 'Set in China', 'Political']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['Republic of Korea'],38191961.0
6187,Bilal: A New Breed of Hero,['PG-13'],"['Kidnap', '3-D', '3-D - Shot in 3-D', 'Slavery', 'Biography', 'Young Child Dealing with the Death of a Parent', 'Muslims']",['Based on Real Life Events'],['Digital Animation'],['Dramatization'],"['Saudi Arabia', 'United Arab Emirates']",648599.0
6188,The Happy Prince,['R'],"['Biography', 'Poet', 'Writing and Writers', 'LGBTQ+', 'Non-Chronological', '1890s', '1900s', 'Prison', 'Set in London', 'Set in Paris', 'Bigotry', 'Sundance Film Festival 2018']",['Based on Real Life Events'],['Live Action'],['Dramatization'],"['Belgium', 'Germany', 'Italy', 'United Kingdom']",2394619.0
6189,Condorito: La Pelicula,['PG'],"['Animal Lead', 'Talking Animals', 'Romance', 'Interspecies Romance', 'Alien Abduction', 'Hispanic']",['Original Screenplay'],['Digital Animation'],['Kids Fiction'],"['Argentina', 'Peru', 'United States']",7147008.0
6190,Un sac de billes,['PG'],"['Occupying Army', 'Jewish', 'World War II', '1940s', 'Nazis', 'Set in Paris']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],"['Canada', 'Czech Republic', 'France']",14362043.0
6191,Leaning into the Wind,['PG'],"['Artists', 'Biography', 'Set in Edinburgh, Scotland', 'Set in London', 'Set in France']",['Based on Real Life Events'],['Live Action'],['Factual'],"['Germany', 'United Kingdom']",452372.0
6192,Jane and Emma,['PG'],"['Faith-Based Film', 'Set in Utah', 'Set in Illinois', 'Mormons', 'African Americans', '1800s']",['Based on Real Life Events'],['Live Action'],['Dramatization'],['United States'],380017.0
6193,Shine,['R'],"['Hispanic', 'Set in New York City', 'Set in New York', 'Dancing', 'Friends Reuniting', 'Set in Harlem']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],333388.0
6194,Flower,['R'],"['Step-Family', 'Dysfunctional Family', 'Sex Crimes', 'Child Abuse', 'Coming of Age', 'Rehab / Former Addict', 'Prostitution', 'Blackmail', 'Suicide', 'Revenge', 'Fugitive / On the Run', 'Accidental Death', 'Intertitle', 'Romance', 'Black List Graduates']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],390803.0
6195,But Deliver Us From Evil,['Not Rated'],"['Religious', 'Succubi', 'Demons', 'African Americans', 'Set in Atlanta, GA', 'Preacher', 'Father’s Footsteps', 'Faith-Based Film']",['Original Screenplay'],['Live Action'],['Science Fiction'],['United States'],285169.0
6196,Zimna wojna,['R'],"['Set in Poland', 'Set in Berlin', 'Set in Paris', '1950s', 'Romance', 'Cold War', 'Historical Drama', 'Relationships Gone Wrong', 'Marriage of Convenience', 'Addiction', 'Singers', 'Movie Director']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],"['France', 'Poland', 'United Kingdom']",25030444.0
6197,The Endless,['Not Rated'],"['Directing Yourself', 'Screenplay Written By the Star', 'Cults']",['Original Screenplay'],['Live Action'],['Science Fiction'],['United States'],957694.0
6198,Le Vin et le Vent,['Not Rated'],"['Life on a Farm', 'Dysfunctional Family', 'Money Troubles', 'Voiceover/Narration']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['France'],8223137.0
6199,London Fields,['R'],"['Love Triangle', 'Near Death Experience', 'Psychics', 'Riots', 'Film Noir', 'Voiceover/Narration', 'Femme Fatale']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],"['United Kingdom', 'United States']",433732.0
6200,Destroyer,['R'],"['Police Detective', 'Set in Los Angeles', 'Undercover', 'The Past Catching up with You', 'Gangs', 'Redemption', 'Crime Thriller']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],5865489.0
6201,The House That Jack Built,['R'],"['1970s', 'Serial Killer']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['Denmark'],2654096.0
6202,Stan & Ollie,['PG'],"['Biography', '1950s', 'On Tour', 'Set in United Kingdom', 'Theater', 'Vaudeville', 'Biographical Drama', '1930s', 'Prologue', 'Epilogue', 'Intertitle']",['Based on Real Life Events'],['Live Action'],['Dramatization'],"['United Kingdom', 'United States']",29062674.0
6203,Borg vs McEnroe,['R'],"['Tennis', 'Professional Rivalry', 'Anger Management Issues', 'International Competition', '1980s', 'Tournament', 'Intertitle', 'Epilogue', 'Non-Chronological', 'Same Role, Multiple Actors', 'Sports Drama']",['Based on Real Life Events'],['Live Action'],['Dramatization'],"['Denmark', 'Finland', 'Sweden']",8824873.0
6204,Den Skyldige,['R'],['Sundance Film Festival 2018'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['Denmark'],8170839.0
6205,Gemini,['R'],"['Film Actor', 'Personal Assistant', 'Police Procedural', 'Set in Los Angeles', 'Death of a Boss', 'Murder Mystery', 'Crime Thriller']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],200340.0
6206,The Final Year,['Not Rated'],"['Political', 'Biography', 'Early / Simultaneous Video-on-Demand release', 'African Americans']",['Based on Real Life Events'],['Live Action'],['Factual'],"['Austria', 'Cameroon', 'Canada', 'Cape Verde', 'Chad', 'Cuba', 'Denmark', 'Georgia', 'Germany', 'Greece', 'Greenland', 'Japan', 'Lao People’s Democratic Republic', 'Mexico', 'Myanmar', 'Nigeria', 'Peru', 'Sri Lanka', 'Switzerland', 'United Kingdom', 'United States', 'Viet Nam']",265072.0
6207,Xi You Ji Nu Er Guo,['Not Rated'],"['Monks and Nuns', 'Road Trip', 'Martial Arts', 'Romance', 'Forbidden Romance', 'Prince/Princess', 'Demons']",['Based on Fiction Book/Short Story'],['Live Action'],['Fantasy'],['China'],115089944.0
6208,Estiu 1993,['Not Rated'],"['Coming of Age', '1990s', 'Autobiographical', 'Young Child Dealing with the Death of a Parent', 'AIDS', 'Terminal Illness', 'Orphan']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['Spain'],2751844.0
6209,Madeline’s Madeline,['Not Rated'],"['African Americans', 'Theater', 'Theater Actor', 'Improvised', 'Coming of Age', 'Character POV shot', 'Mental Illness']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],197340.0
6210,BuyBust,['Not Rated'],"['Narcotics', 'Corrupt Cops', 'Set in Philippines', 'Organized Crime', 'Poverty', 'Intertitle', 'Sole Survivor', 'Riots', 'Government Corruption', 'Cover Up']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['Philippines'],178471.0
6211,Les gardiennes,['R'],"['Life on a Farm', 'Set in France', 'World War I', 'Orphan', '1910s', 'Pregnant Women', 'Widow/Widower', 'Voiceover/Narration', 'Fired', 'Family Affair', 'Relatives Playing Relatives']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['France'],4942337.0
6212,Cafarnaúm,['R'],"['Set in Lebanon', 'Dysfunctional Family', 'Runaway', 'Homeless', 'Courtroom / Legal Drama', 'Non Professional Actor']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['Lebanon', 'United States']",65233793.0
6213,L'amant double,['Not Rated'],"['Same Actor, Multiple Roles', 'Twins', 'Models', 'Mental Illness', 'Therapists / Therapy', 'Abusive Therapists', 'Suicide', 'Dream Sequence', 'Erotic Thriller', 'Voyeurism']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],"['Belgium', 'France']",4891054.0
6214,Batti Gul Meter Chalu,['Not Rated'],"['Fashion', 'Courtroom / Legal Drama', 'Lawyers', 'Suicide']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['India'],277452.0
6215,Avengers: Endgame,['PG-13'],"['Ensemble', 'Marvel Comics', 'Animal Lead', 'Non-Chronological', 'Super Villains', 'Death of a Best Friend', 'Motion Capture Performance', '3-D', '3-D - Post-production Conversion', 'IMAX: DMR', 'Time Travel', 'Good vs. Evil', 'Action Adventure']",['Based on Comic/Graphic Novel'],['Animation/Live Action'],['Super Hero'],['United States'],2788912285.0
6216,The Lion King,['PG'],"['Talking Animals', 'Animal Lead', 'Royalty', 'Accidental Death', 'Remake', 'Ensemble', 'Coming of Age', 'Revenge', 'Motion Capture Performance', '3-D', 'IMAX: DMR', 'Family Adventure']",['Remake'],['Animation/Live Action'],['Kids Fiction'],['United States'],1646106779.0
6217,Star Wars: The Rise of Skywalker,['PG-13'],"['Space Opera', 'Robot', 'Good vs. Evil', 'Set in Outer Space', 'Dysfunctional Family', 'Intertitle', 'Family Affair', '3-D', '3-D - Post-production Conversion', 'IMAX: DMR', 'Heroic Adventure']",['Original Screenplay'],['Animation/Live Action'],['Science Fiction'],['United States'],1072767997.0
6218,Frozen II,['PG'],"['Prince/Princess', '3-D', 'Royalty', 'Romance', 'Trapped', '3-D - Shot in 3-D', 'IMAX: DMR']",['Based on Folk Tale/Legend/Fairytale'],['Digital Animation'],['Kids Fiction'],['United States'],1453683476.0
6219,Toy Story 4,['G'],"['Living Toys', 'Road Trip', 'Coming of Age', 'Lost', 'Rescue', 'Existential Crisis', 'Delayed Sequel', '3-D', '3-D - Shot in 3-D', 'IMAX: DMR']",['Original Screenplay'],['Digital Animation'],['Kids Fiction'],['United States'],1072817964.0
6220,Captain Marvel,['PG-13'],"['Betrayal', 'Dream Sequence', 'Faulty Memory', 'Surprise Twist', 'War', 'Marvel Comics', 'Set in Outer Space', 'Prequel', 'Origin Story', '1990s', 'Shapeshifter', 'Friends turned Enemies', 'Non-Chronological', '3-D', '3-D - Post-production Conversion', 'IMAX: DMR']",['Based on Comic/Graphic Novel'],['Animation/Live Action'],['Super Hero'],['United States'],1129576094.0
6221,Spider-Man: Far From Home,['PG-13'],"['Marvel Comics', 'Set in Prague', 'Vacation', 'Surprise Twist', 'Set in Venice, Italy', 'Sequels With Returning Stars', 'Set in Berlin', 'Faked Death', 'Friendly Alien on Earth', 'False Identity', 'Gratuitous Cameos', 'Shapeshifter', 'Scene in End Credits', '3-D', '3-D - Post-production Conversion', 'IMAX: DMR']",['Based on Comic/Graphic Novel'],['Live Action'],['Super Hero'],['United States'],1132107522.0
6222,Aladdin,['PG'],"['Remake', 'Live Action Cartoon', 'Wish Granters', 'Romance', 'Cross-Class Romance', 'Royalty', 'Prince/Princess', 'Motion Capture Performance', '3-D', '3-D - Post-production Conversion', 'IMAX: DMR']",['Remake'],['Animation/Live Action'],['Fantasy'],"['India', 'United States']",1046587513.0
6223,Joker,['R'],"['About a Stand Up Comedian', 'D.C. Comics', 'IMAX: DMR', 'Psychological Thriller', 'Origin Story', '1980s', 'Mental Illness', 'Poverty', 'Social Outcast', '2020 Oscars Best Picture Nominee']",['Based on Comic/Graphic Novel'],['Live Action'],['Contemporary Fiction'],['United States'],1066208658.0
6224,Jumanji: The Next Level,['PG-13'],"['3-D', '3-D - Post-production Conversion', 'IMAX: DMR', 'Video Game', 'Sequel With Returning Stars Playing New Characters', 'Same Role, Multiple Actors', 'Explorer', 'Action Adventure']",['Original Screenplay'],['Live Action'],['Science Fiction'],['United States'],798210215.0
6225,It: Chapter Two,['R'],"['Killer Clowns', 'Creature Feature', 'Set in Maine', 'Child Murderer', 'Supernatural', 'IMAX: DMR', 'Supernatural Horror']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],467561586.0
6226,Us,['R'],"['Family Secrets', 'Family Vacations', 'Doppelganger', 'African Americans', 'Surprise Twist', '1980s', 'Cloning', 'Government Corruption', 'Evil Twin']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],256022707.0
6227,Fast & Furious Presents: Hobbs & Shaw,['PG-13'],"['Enemies Forced to Work Together', 'Car Chase', 'Car Accident', 'Super Soldiers', 'Shootout', 'Prologue', 'IMAX: DMR', 'Set in London', 'MI6', 'Dysfunctional Family', 'Environment', 'Rogue Agent', 'Framed', 'Fugitive / On the Run', 'Manhunt', 'Split Screen']",['Spin-Off'],['Live Action'],['Contemporary Fiction'],['United States'],760732926.0
6228,John Wick: Chapter 3 — Parabellum,['R'],"['Hitmen', ""Bounty/Price on one's Head"", 'Secret Societies', 'Fugitive / On the Run', 'IMAX: DMR']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],327203701.0
6229,How to Train Your Dragon: The Hidden World,['PG'],"['Vikings', 'Dragon', 'Good vs. Evil', 'War', 'Explorer', 'Delayed Sequel', 'Dream Sequence', 'Non-Chronological', '3-D', '3-D - Shot in 3-D', 'IMAX: DMR']",['Original Screenplay'],['Digital Animation'],['Kids Fiction'],"['Japan', 'United States']",521595422.0
6230,The Secret Life of Pets 2,['PG'],"['Animal Lead', 'Talking Animals', 'Coming of Age', 'Newlyweds', 'New Parents', '3-D', '3-D - Shot in 3-D']",['Original Screenplay'],['Digital Animation'],['Kids Fiction'],['United States'],446109716.0
6231,Pokémon: Detective Pikachu,['PG'],"['Missing Person', 'Private Investigator', 'Corporate Malfeasance', 'Motion Capture Performance', '3-D', '3-D - Post-production Conversion', 'IMAX: DMR']",['Based on Game'],['Animation/Live Action'],['Kids Fiction'],"['Japan', 'United States']",428919826.0
6232,Once Upon a Time…in Hollywood,['R'],"['Set in Los Angeles', '1960s', 'Set in Hollywood', 'Ensemble', 'TV Industry', 'TV Actor', 'Aspiring Actress / Actor', 'Stuntman', 'Inspired by a True Story', 'Addiction', 'IMAX: DMR', '2020 Oscars Best Picture Nominee', 'Golden Globe Winner Best Picture—Musical or Comedy']",['Based on Real Life Events'],['Live Action'],['Dramatization'],"['United Kingdom', 'United States']",377426903.0
6233,Shazam!,['PG-13'],"['D.C. Comics', 'Origin Story', 'Orphan', 'Foster Family', 'Disability', 'Secret Identity', 'Super Villains', '3-D', '3-D - Post-production Conversion', 'IMAX: DMR']",['Based on Comic/Graphic Novel'],['Live Action'],['Super Hero'],['United States'],363563907.0
6234,Knives Out,['PG-13'],"['Murder Mystery', 'Dysfunctional Family', 'Adult Child Dealing with the Death of a Parent', 'Police Detective', 'Writing and Writers', 'Inheritance', 'Ensemble', 'Mystery Drama']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],312898746.0
6235,Dumbo,['PG'],"['Live Action Cartoon', 'Circus', 'Animal Lead', 'Talking Animals', 'Remake', '3-D', '3-D - Post-production Conversion', 'IMAX: DMR', 'Animal Abuse']",['Remake'],['Animation/Live Action'],['Kids Fiction'],['United States'],353166307.0
6236,Maleficent: Mistress of Evil,['PG'],"['IMAX: DMR', 'Romance', 'Prince/Princess', 'Royalty', 'Dysfunctional Family', 'Bigotry', 'Fairies', 'Fairy Godmother', 'War', 'Delayed Sequel']",['Original Screenplay'],['Live Action'],['Fantasy'],['United States'],489181357.0
6237,Glass,['PG-13'],"['Super Villains', ""Villain's Point of View"", 'Mental Hospital', 'Split Personality', 'Good vs. Evil', 'IMAX: DMR']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],246999039.0
6238,Godzilla: King of the Monsters,['PG-13'],"['Creature Feature', 'Kaiju', 'Remake', 'Foreign-Language Remake', '3-D', '3-D - Post-production Conversion', 'IMAX: DMR']",['Original Screenplay'],['Live Action'],['Science Fiction'],['United States'],383299914.0
6239,Ford v. Ferrari,['PG-13'],"['IMAX: DMR', 'Auto Racing', 'Set in France', '1960s', 'Professional Rivalry', '2020 Oscars Best Picture Nominee', 'Voiceover/Narration', 'Death of a Colleague', 'Death of a Spouse or Fiancée / Fiancé', 'Young Child Dealing with the Death of a Parent', 'Sports Drama']",['Based on Factual Book/Article'],['Live Action'],['Dramatization'],['United States'],224390706.0
6240,The Upside,['PG-13'],"['Development Hell', 'Delayed Release', 'Wheelchair User', 'Life on the Outside', 'Going Legit', 'Remake', 'Foreign-Language Remake']",['Based on Movie'],['Live Action'],['Dramatization'],['United States'],125818440.0
6241,The LEGO Movie 2: The Second Part,['PG'],"['Gratuitous Cameos', 'Family Movie', 'Post Apocalypse', 'Space Opera', 'Dinosaurs', 'Alien Abduction', 'Alien Invasion', '3-D', '3-D - Shot in 3-D', 'IMAX: DMR']",['Based on Toy'],['Digital Animation'],['Kids Fiction'],"['Australia', 'Canada', 'Denmark', 'United States']",190131035.0
6242,Hustlers,['R'],"['2000s', 'Wall Street', 'Set in New York City', 'Strippers / Stripping', 'Crime Drama']",['Based on Factual Book/Article'],['Live Action'],['Dramatization'],['United States'],150467919.0
6243,The Addams Family,['PG'],"['3-D', '3-D - Shot in 3-D', 'Set in New Jersey', 'Reality TV', 'Family Reunion', 'Kids Horror']",['Based on TV'],['Digital Animation'],['Kids Fiction'],['United States'],200588546.0
6244,Downton Abbey,['PG'],"['Set in United Kingdom', '1900s', 'Upstairs / Downstairs', 'Maid', 'Historical Drama']",['Based on TV'],['Live Action'],['Historical Fiction'],['United Kingdom'],194694725.0
6245,Rocketman,['R'],"['Biography', 'Musicians', 'LGBTQ+', 'Addiction', 'Depression', '1960s', '1970s', 'Biographical Drama']",['Based on Real Life Events'],['Live Action'],['Dramatization'],"['United Kingdom', 'United States']",190995193.0
6246,Alita: Battle Angel,['PG-13'],"['Dystopia', 'Cyborg', 'War', 'Death Sports', 'Crime Boss', 'Live Action Cartoon', 'Motion Capture Performance', '3-D', '3-D - Shot in 3-D', 'IMAX: DMR']",['Based on Comic/Graphic Novel'],['Animation/Live Action'],['Science Fiction'],['United States'],401900040.0
6247,Good Boys,['R'],"['Skipping School', 'Narcotics', 'Parties Gone Wild']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],111174248.0
6248,Men in Black: International,['PG-13'],"['Alien Encounters', 'Friendly Alien on Earth', 'Secret Agent', 'Secret Identity', 'Undercover', 'Set in London', 'Delayed Sequel', 'Reboot', '3-D', '3-D - Post-production Conversion', 'IMAX: DMR']",['Based on Comic/Graphic Novel'],['Animation/Live Action'],['Science Fiction'],['United States'],254310003.0
6249,Annabelle Comes Home,['R'],"['Based on an UNTRUE Story', 'Demons', 'Babysitters', 'Paranormal Investigation', 'Supernatural', 'IMAX: DMR', 'Supernatural Horror']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],230779191.0
6250,Yesterday,['PG-13'],"['Music Industry', 'Alternate or Altered Realities', 'Romance', 'Singers', 'Songwriter']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United Kingdom'],154783324.0
6251,Tyler Perry’s A Madea Family Funeral,['PG-13'],"['Genderbending Casting', 'Cross-Dressing', 'Funeral Reunions', 'Dysfunctional Family', 'African Americans', 'Family Secrets', 'Family Comedy']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],74781999.0
6252,Zombieland: Double Tap,['R'],"['Zombies', 'Delayed Sequel', 'Fictionalized Version of Yourself', 'Road Trip', 'Romance', 'Horror Comedy']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],125213018.0
6253,Little Women,['PG'],"['F-Rated', 'F-Rated, Triple', 'Set in New York City', 'Set in New York', 'Massachusetts', 'Writing and Writers', 'Romance', 'Relationships Gone Wrong', 'Death of a Sibling', 'Christmas', '1860s', 'Non-Chronological', 'Coming of Age', '2020 Oscars Best Picture Nominee', 'Historical Drama']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United States'],218838386.0
6254,Angel Has Fallen,['R'],"['Secret Service Agent', 'Political', 'Political Assassination', 'Framed', 'Fugitive / On the Run', 'Sequel With Lead Character Recast', 'Action Thriller']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],133345583.0
6255,Scary Stories to Tell in the Dark,['PG-13'],"['1960s', 'Fiction / Reality Crossover', 'Writing and Writers', 'Kids Horror', 'Halloween']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],"['Canada', 'United States']",95592669.0
6256,Dark Phoenix,['PG-13'],"['Marvel Comics', 'Mutants', 'Psychics', 'Good vs. Evil', 'Friends turned Enemies', '3-D', '3-D - Post-production Conversion', 'IMAX: DMR', 'Action Adventure']",['Based on Fiction Book/Short Story'],['Live Action'],['Super Hero'],['United States'],246356895.0
6257,Terminator: Dark Fate,['R'],"['IMAX: DMR', 'Near Future', 'Time Travel', 'Robot', 'Cyborg', 'Death of a Son or Daughter', 'Adopted Family', 'Artificial Intelligence', '2020s', 'Set in Mexico City', 'Set in Mexico', 'Border Town', 'Border Agents', 'Non-Chronological', 'Archival Footage of Previous Installment', 'Prologue', 'Voiceover/Narration', 'Intertitle', 'Action Thriller']",['Original Screenplay'],['Animation/Live Action'],['Science Fiction'],['United States'],250367666.0
6258,Abominable,['PG'],"['3-D', 'Yeti', 'Set in China', 'Road Trip', 'Fugitive / On the Run']",['Original Screenplay'],['Digital Animation'],['Kids Fiction'],"['China', 'United States']",188668688.0
